I dati presenti nel file data.dat sono:

1)	8.50763
2)	11.6275
3)	20.9615
4)	9.55072
5)	8.96348
6)	8.68451
7)	20.151
8)	9.23074
9)	26.9965
10)	14.4736
11)	12.5643
12)	32.0793
13)	11.1259
14)	338.06
15)	20.2409
16)	6.89044
17)	25.6404
18)	11.2086
19)	6.51221
20)	7.08585
21)	26.1152
22)	13.0276
23)	17.2202
24)	10.5444
25)	41.7545
26)	9.48365
27)	8.44992
28)	6.38492
29)	8.11722
30)	45.2008
31)	20.2566
32)	9.08831
33)	14.2208
34)	25.7785
35)	9.55041
36)	10.7002
37)	12.2838
38)	24.4574
39)	16.5837
40)	9.22712
41)	6.00646
42)	12.1339
43)	14.3792
44)	44.7734
45)	8.45175
46)	59.2202
47)	12.7354
48)	11.8419
49)	12.3814
50)	280.967
51)	61.4612
52)	7.09497
53)	53.0525
54)	17.9905
55)	141.869
56)	11.0462
57)	7.66228
58)	7.61004
59)	13.7371
60)	9.18924
61)	8.39461
62)	20.324
63)	9.43429
64)	20.5268
65)	47.4541
66)	672.497
67)	12.1334
68)	32.3783
69)	24.1165
70)	9.66331
71)	19.013
72)	10.6079
73)	14.7182
74)	11.0398
75)	9.69267
76)	8.86447
77)	14.9767
78)	6.80348
79)	24.3237
80)	9.27213
81)	7.28012
82)	39.5184
83)	9.26569
84)	9.73125
85)	17.1571
86)	24.4989
87)	11.2697
88)	13.0453
89)	33.9059
90)	34.3807
91)	18.8113
92)	20.2355
93)	10.2176
94)	8.44885
95)	7.86124
96)	13.8267
97)	4.89923
98)	13.9405
99)	9.44472
100)	7.70339
101)	13.0661
102)	7.84204
103)	54.4719
104)	7.78816
105)	13.1557
106)	11.6763
107)	10.2662
108)	11.3751
109)	12.7529
110)	8.7036
111)	8.49339
112)	10.5035
113)	10.4104
114)	11.0347
115)	11.5977
116)	18.512
117)	6.5951
118)	19.6891
119)	12.0872
120)	30.8415
121)	16.035
122)	19.4212
123)	23.8713
124)	23.9595
125)	12.3874
126)	17.0458
127)	21.3479
128)	14.5987
129)	11.4168
130)	9.69271
131)	88.1031
132)	26.6159
133)	8.05671
134)	13.0351
135)	10.6271
136)	9.2681
137)	12.4781
138)	15.8995
139)	8.68333
140)	7.30641
141)	24.023
142)	18.2779
143)	36.9954
144)	42.3653
145)	22.0355
146)	13.0371
147)	18.9902
148)	9.79892
149)	8.90303
150)	31.6484
151)	20.4877
152)	22.6726
153)	13.0139
154)	16.691
155)	13.2104
156)	9.19985
157)	29.0423
158)	13.5895
159)	23.5225
160)	8.68554
161)	15.2099
162)	17.2999
163)	15.8277
164)	24.2897
165)	13.4886
166)	8.17742
167)	7.6482
168)	15.8289
169)	6.88141
170)	7.73547
171)	25.6171
172)	10.948
173)	5.04432
174)	14.2478
175)	16.3727
176)	11.2529
177)	38.0534
178)	12.5598
179)	4.60651
180)	10.6951
181)	19.9002
182)	7.26032
183)	7.45798
184)	27.496
185)	11.9702
186)	16.6781
187)	8.54579
188)	12.3878
189)	7.21447
190)	10.1618
191)	21.4702
192)	18.7689
193)	4.28035
194)	13.2954
195)	29.2198
196)	11.128
197)	7.5436
198)	5.52291
199)	11.8697
200)	14.0158
201)	14.774
202)	17.5452
203)	66.2631
204)	9.30923
205)	18.5103
206)	7.15813
207)	7.73431
208)	10.4048
209)	32.4798
210)	11.1737
211)	13.5247
212)	8.98473
213)	17.808
214)	14.4929
215)	8.30627
216)	22.4044
217)	9.96063
218)	18.1174
219)	14.8201
220)	32.5738
221)	44.8002
222)	5.33025
223)	11.4496
224)	6.86914
225)	16.2713
226)	10.5242
227)	22.3248
228)	14.0662
229)	10.5299
230)	17.3632
231)	18.8214
232)	10.8783
233)	11.899
234)	12.3591
235)	17.1617
236)	9.76835
237)	8.11879
238)	47.1551
239)	35.5154
240)	13.2182
241)	23.7261
242)	9.98102
243)	11.0043
244)	18.9056
245)	10.4586
246)	10.0156
247)	26.8774
248)	15.7147
249)	16.8996
250)	19.1275
251)	11.3841
252)	12.1469
253)	18.6319
254)	8.93314
255)	11.9961
256)	158.567
257)	15.9612
258)	15.7371
259)	9.38057
260)	9.24238
261)	9.72081
262)	9.68343
263)	11.951
264)	14.9932
265)	15.1182
266)	10.1817
267)	28.5579
268)	25.0695
269)	13.8608
270)	12.6173
271)	66.2461
272)	7.11579
273)	15.6095
274)	9.29922
275)	6.83699
276)	16.0526
277)	9.21844
278)	11.1214
279)	9.4022
280)	14.5254
281)	9.04365
282)	16.1353
283)	14.8307
284)	30.1426
285)	7.49749
286)	26.7108
287)	22.0792
288)	17.6536
289)	22.827
290)	6.40152
291)	12.7389
292)	22.7759
293)	8.66389
294)	8.37194
295)	7.43493
296)	8.81934
297)	7.91751
298)	7.62689
299)	26.8759
300)	6.55358
301)	24.5288
302)	12.0581
303)	8.82351
304)	8.4425
305)	8.18884
306)	9.17681
307)	17.6455
308)	10.3697
309)	10.874
310)	14.6916
311)	10.5395
312)	7.69942
313)	8.57911
314)	10.7253
315)	46.2852
316)	14.3382
317)	28.6039
318)	12.3613
319)	12.1429
320)	14.5374
321)	24.4221
322)	47.4166
323)	14.1588
324)	14.7258
325)	16.9336
326)	10.3988
327)	9.66059
328)	7.50462
329)	15.9239
330)	16.7103
331)	15.5923
332)	14.7425
333)	6.8238
334)	6.36902
335)	14.4338
336)	9.95848
337)	30.3422
338)	9.37392
339)	8.53766
340)	21.7618
341)	7.5774
342)	8.58438
343)	10.6014
344)	20.1166
345)	20.2373
346)	15.4671
347)	15.576
348)	18.3639
349)	11.4341
350)	103.834
351)	12.453
352)	9.27581
353)	9.70145
354)	26.7203
355)	6.55574
356)	13.5578
357)	24.3305
358)	9.2928
359)	17.5426
360)	14.0511
361)	37.633
362)	47.4643
363)	22.4198
364)	7.77922
365)	15.0402
366)	28.0073
367)	10.4739
368)	8.45358
369)	11.0939
370)	9.30131
371)	17.3895
372)	42.8102
373)	6.78281
374)	16.9982
375)	12.9828
376)	13.0777
377)	7.81813
378)	10.8774
379)	14.9538
380)	8.83611
381)	10.1815
382)	19.6142
383)	6.78289
384)	11.03
385)	12.2489
386)	9.23212
387)	199.523
388)	10.2606
389)	39.5276
390)	18.5908
391)	9.75176
392)	8.56813
393)	10.6273
394)	15.2972
395)	13.1156
396)	17.4736
397)	11.1404
398)	8.22378
399)	14.2557
400)	15.8551
401)	39.4599
402)	7.93655
403)	10.3942
404)	9.37719
405)	9.43082
406)	10.7561
407)	9.36047
408)	11.6499
409)	6.21787
410)	10.0578
411)	10.445
412)	12.9609
413)	13.088
414)	17.5168
415)	11.2313
416)	7.5873
417)	16.7824
418)	11.4984
419)	9.03916
420)	9.8943
421)	15.1059
422)	9.53108
423)	22.5528
424)	13.0498
425)	9.60428
426)	13.4912
427)	13.5313
428)	11.3652
429)	12.0807
430)	11.5195
431)	16.5826
432)	47.0794
433)	15.7972
434)	19.8396
435)	13.1782
436)	59.325
437)	6.23005
438)	17.8739
439)	43.2963
440)	20.8743
441)	9.81904
442)	8.8296
443)	23.1322
444)	6.82201
445)	11.0806
446)	8.62839
447)	32.1634
448)	14.1839
449)	1955.04
450)	22.59
451)	3685.12
452)	13.7601
453)	100.061
454)	13.7811
455)	10.9436
456)	14.1242
457)	21.6197
458)	11.4431
459)	9.53195
460)	23.8867
461)	10.4071
462)	21.3718
463)	6.17108
464)	10.5712
465)	14.0498
466)	7.19439
467)	12.1868
468)	7.37716
469)	7.59214
470)	29.4293
471)	8.72809
472)	8.36764
473)	11.7477
474)	19.0642
475)	19.6576
476)	20.4743
477)	13.0998
478)	41.6423
479)	438.07
480)	10.5467
481)	10.2182
