1)	2.01062
2)	2.0169
3)	2.06717
4)	1.9792
5)	2.0546
6)	2.03575
7)	2.00434
8)	2.04204
9)	1.86611
10)	2.06717
11)	1.96664
12)	1.85982
13)	2.02947
14)	1.99177
15)	1.97292
16)	1.95407
17)	1.88496
18)	2.09858
19)	2.04832
20)	1.98549
21)	1.92894
22)	2.0169
23)	2.0546
24)	1.87239
25)	1.89752
26)	1.87867
27)	1.9415
28)	1.97292
29)	2.14885
30)	1.95407
31)	1.99805
32)	2.0169
33)	1.84726
34)	2.0169
35)	1.99805
36)	1.98549
37)	2.13
38)	2.0546
39)	1.99805
40)	1.9792
41)	2.13
42)	1.92265
43)	2.0169
44)	1.95407
45)	1.99177
46)	2.04832
47)	1.99177
48)	2.10487
49)	2.00434
50)	2.04832
51)	1.99805
52)	1.99805
53)	2.0923
54)	1.91637
55)	2.00434
56)	1.99805
57)	2.10487
58)	1.98549
59)	2.0923
60)	2.04204
61)	1.84726
62)	2.0169
63)	1.9792
64)	2.00434
65)	1.94779
66)	2.06717
67)	1.86611
68)	2.06717
69)	2.07973
70)	2.0546
71)	2.02947
72)	1.97292
73)	2.12372
74)	2.04832
75)	2.02319
76)	1.9792
77)	2.06088
78)	1.82212
79)	2.08602
80)	2.11115
81)	1.99177
82)	1.86611
83)	1.92894
84)	1.9415
85)	2.04832
86)	1.99805
87)	2.11115
88)	1.92894
89)	2.02319
90)	2.0169
91)	2.04832
92)	2.16142
93)	2.01062
94)	2.11115
95)	2.11743
96)	1.94779
97)	2.11743
98)	1.94779
99)	2.00434
100)	2.06088
101)	1.99805
102)	2.00434
103)	2.12372
104)	1.97292
105)	2.06717
106)	2.02319
107)	2.03575
108)	2.11743
109)	2.06088
110)	1.96664
111)	2.02319
112)	1.97292
113)	2.0169
114)	1.94779
115)	2.02319
116)	2.02319
117)	1.93522
118)	2.04832
119)	1.99177
120)	1.99177
121)	2.04832
122)	2.0169
123)	1.89124
124)	2.03575
125)	2.04204
126)	2.06088
127)	2.06088
128)	2.0546
129)	1.99805
130)	2.02947
131)	2.13628
132)	1.91009
133)	1.9792
134)	2.11743
135)	2.0169
136)	2.0546
137)	2.04832
138)	2.0546
139)	2.06088
140)	1.95407
141)	1.99805
142)	2.02947
143)	1.99177
144)	2.00434
145)	2.0169
146)	2.0169
147)	1.88496
148)	2.0169
149)	1.96035
150)	2.07345
151)	2.04204
152)	2.07973
153)	2.10487
154)	2.0169
155)	2.04204
156)	1.98549
157)	2.04832
158)	2.00434
159)	1.93522
160)	1.91009
161)	2.0923
162)	2.03575
163)	2.03575
164)	1.9415
165)	1.94779
166)	2.02947
167)	1.91009
168)	2.08602
169)	2.03575
170)	1.95407
171)	1.89752
172)	2.00434
173)	1.9792
174)	2.04832
175)	2.11743
176)	2.02319
177)	2.07973
178)	2.02947
179)	2.02319
180)	2.04832
181)	2.03575
182)	2.0923
183)	2.02947
184)	2.0546
185)	2.06088
186)	1.99177
187)	1.91637
188)	2.09858
189)	1.9792
190)	1.95407
191)	2.04204
192)	2.00434
193)	1.9415
194)	1.99805
195)	2.06717
196)	2.01062
197)	1.97292
198)	1.9792
199)	2.06717
200)	2.02947
201)	1.89752
202)	1.91637
203)	1.94779
204)	2.07345
205)	1.99177
206)	1.93522
207)	1.98549
208)	2.07973
209)	1.97292
210)	2.00434
211)	1.90381
212)	1.96035
213)	1.97292
214)	1.96035
215)	1.99177
216)	2.02947
217)	1.9792
218)	2.00434
219)	2.00434
220)	2.07345
221)	2.02947
222)	2.04204
223)	2.0923
224)	1.9415
225)	2.0546
226)	1.90381
227)	2.08602
228)	1.92894
229)	1.90381
230)	2.0923
231)	1.96664
232)	2.03575
233)	1.92265
234)	1.99177
235)	1.9415
236)	1.99805
237)	1.95407
238)	1.97292
239)	2.0169
240)	1.87239
241)	1.93522
242)	1.85354
243)	1.99177
244)	1.94779
245)	1.9792
246)	1.98549
247)	2.02947
248)	2.13628
249)	2.02319
250)	2.09858
251)	1.86611
252)	2.02319
253)	2.06717
254)	1.95407
255)	1.9415
256)	1.89752
257)	2.06717
258)	2.09858
259)	2.07345
260)	1.99805
261)	2.06717
262)	1.9415
263)	1.95407
264)	2.00434
265)	1.9792
266)	1.9415
267)	2.00434
268)	1.98549
269)	1.97292
270)	1.96664
271)	1.9792
272)	2.06717
273)	1.98549
274)	1.9792
275)	1.96664
276)	1.95407
277)	2.03575
278)	2.06717
279)	1.99177
280)	1.97292
281)	1.95407
282)	1.89124
283)	1.99805
284)	1.93522
285)	1.93522
286)	1.94779
287)	2.0546
288)	1.89752
289)	1.97292
290)	2.11115
291)	2.02947
292)	1.99805
293)	2.16142
294)	2.07345
295)	1.9792
296)	2.03575
297)	2.11743
298)	1.92265
299)	1.87867
300)	2.03575
301)	2.12372
302)	2.04204
303)	1.99177
304)	2.01062
305)	1.97292
306)	1.96035
307)	1.92894
308)	2.04204
309)	1.99177
310)	1.92265
311)	1.95407
312)	1.98549
313)	1.90381
314)	2.02947
315)	2.13
316)	2.07345
317)	1.99805
318)	2.00434
319)	2.02947
320)	2.01062
321)	2.03575
322)	2.02319
323)	2.03575
324)	1.9792
325)	1.96664
326)	2.03575
327)	1.87239
328)	1.9415
329)	1.99177
330)	2.02319
331)	2.1677
332)	1.91637
333)	1.9792
334)	1.9415
335)	2.07973
336)	2.06088
337)	1.89752
338)	2.11115
339)	1.84726
340)	1.88496
341)	1.93522
342)	2.07345
343)	2.03575
344)	2.11743
345)	2.07973
346)	2.0546
347)	2.07973
348)	2.00434
349)	1.93522
350)	1.97292
351)	2.02947
352)	1.96035
353)	1.94779
354)	2.11115
355)	2.03575
356)	2.02947
357)	2.09858
358)	2.11115
359)	1.98549
360)	2.13
361)	1.99177
362)	1.9415
363)	1.98549
364)	1.98549
365)	1.96035
366)	2.06088
367)	2.2054
368)	2.10487
369)	2.0923
370)	1.9415
371)	1.95407
372)	2.0923
373)	1.94779
374)	1.95407
375)	1.94779
376)	2.00434
377)	1.80956
378)	2.00434
379)	1.94779
380)	2.04832
381)	2.17398
382)	1.99177
383)	1.97292
384)	2.06717
385)	2.04832
386)	1.94779
387)	1.92894
388)	2.01062
389)	1.95407
390)	1.99177
391)	2.02947
392)	1.92265
393)	2.04204
394)	2.0923
395)	2.0546
396)	2.13
397)	1.91009
398)	2.04832
399)	2.17398
400)	1.9792
401)	2.04204
402)	2.06717
403)	1.93522
404)	2.0169
405)	2.0169
406)	1.9792
407)	2.11743
408)	2.0546
409)	1.92894
410)	1.97292
411)	2.02319
412)	2.14257
413)	2.06717
414)	2.06088
415)	1.93522
416)	1.99177
417)	1.79071
418)	2.11115
419)	1.98549
420)	2.04204
421)	1.92894
422)	1.95407
423)	1.88496
424)	2.0923
425)	2.0169
426)	2.08602
427)	2.00434
428)	2.01062
429)	2.0546
430)	2.13
431)	2.02319
432)	1.95407
433)	1.91637
434)	1.9792
435)	2.08602
436)	1.96035
437)	1.94779
438)	2.08602
439)	2.0169
440)	2.06717
441)	1.98549
442)	1.96664
443)	2.04832
444)	1.91637
445)	2.04204
446)	2.0923
447)	1.96035
448)	2.02319
449)	1.92265
450)	1.95407
451)	1.89124
452)	1.9415
453)	2.0923
454)	2.00434
455)	2.11743
456)	2.02947
457)	2.04204
458)	1.97292
459)	2.01062
460)	2.11743
461)	1.96664
462)	1.87867
463)	1.97292
464)	2.04204
465)	2.0169
466)	1.92265
467)	2.0169
468)	1.94779
469)	2.11743
470)	1.9792
471)	2.07973
472)	2.00434
