1)	2.07345
2)	1.94779
3)	1.82212
4)	1.85354
5)	2.01062
6)	2.07345
7)	2.04204
8)	2.07345
9)	2.07345
10)	1.9792
11)	1.91637
12)	1.94779
13)	2.01062
14)	1.88496
15)	2.07345
16)	2.07345
17)	1.91637
18)	1.9792
19)	2.19911
20)	2.07345
21)	1.75929
22)	2.23053
23)	1.9792
24)	1.79071
25)	2.10487
26)	1.91637
27)	2.07345
28)	2.01062
29)	2.04204
30)	1.63363
31)	1.85354
32)	1.91637
33)	2.13628
34)	2.07345
35)	1.9792
36)	1.91637
37)	2.01062
38)	1.94779
39)	2.23053
40)	1.9792
41)	1.79071
42)	2.1677
43)	1.94779
44)	2.35619
45)	2.10487
46)	1.94779
47)	1.85354
48)	1.82212
49)	2.1677
50)	1.79071
51)	1.85354
52)	2.01062
53)	2.01062
54)	1.79071
55)	1.88496
56)	2.01062
57)	2.26195
58)	2.01062
59)	2.1677
60)	1.91637
61)	1.79071
62)	1.88496
63)	1.85354
64)	1.63363
65)	1.94779
66)	2.07345
67)	2.01062
68)	2.1677
69)	2.23053
70)	1.85354
71)	1.88496
72)	2.01062
73)	2.01062
74)	1.88496
75)	1.69646
76)	2.19911
77)	1.9792
78)	1.88496
79)	2.10487
80)	1.85354
81)	1.79071
82)	1.79071
83)	2.01062
84)	1.88496
85)	1.9792
86)	2.10487
87)	1.75929
88)	2.01062
89)	1.66504
90)	2.13628
91)	1.88496
92)	1.9792
93)	2.04204
94)	2.04204
95)	2.04204
96)	2.01062
97)	1.88496
98)	2.10487
99)	1.91637
100)	2.19911
101)	2.07345
102)	1.91637
103)	1.47655
104)	2.1677
105)	1.69646
106)	2.1677
107)	2.10487
108)	1.94779
109)	2.07345
110)	1.88496
111)	2.13628
112)	2.01062
113)	1.9792
114)	1.94779
115)	1.91637
116)	1.9792
117)	2.1677
118)	2.10487
119)	2.19911
120)	1.91637
121)	2.07345
122)	1.88496
123)	1.94779
124)	2.07345
125)	1.82212
126)	2.1677
127)	2.10487
128)	2.1677
129)	1.9792
130)	2.13628
131)	2.07345
132)	1.9792
133)	2.07345
134)	2.04204
135)	1.79071
136)	1.88496
137)	1.9792
138)	1.9792
139)	2.10487
140)	1.88496
141)	2.10487
142)	2.07345
143)	1.88496
144)	2.04204
145)	1.75929
146)	2.01062
147)	1.85354
148)	2.04204
149)	2.26195
150)	1.85354
151)	2.1677
152)	2.07345
153)	2.01062
154)	1.79071
155)	1.82212
156)	1.91637
157)	2.07345
158)	2.04204
159)	1.85354
160)	2.04204
161)	2.19911
162)	2.07345
163)	1.94779
164)	2.01062
165)	1.79071
166)	2.26195
167)	2.01062
168)	1.9792
169)	1.72788
170)	1.91637
171)	2.10487
172)	2.07345
173)	1.66504
174)	2.01062
175)	2.01062
176)	2.26195
177)	1.9792
178)	2.19911
179)	2.04204
180)	1.82212
181)	2.07345
182)	2.04204
183)	2.23053
184)	1.88496
185)	1.66504
186)	1.72788
187)	2.10487
188)	2.07345
189)	1.94779
190)	2.10487
191)	1.88496
192)	2.01062
193)	1.91637
194)	2.23053
195)	1.91637
196)	2.01062
197)	1.85354
198)	1.88496
199)	1.63363
200)	2.04204
201)	2.07345
202)	1.91637
203)	1.69646
204)	1.94779
205)	1.88496
206)	2.01062
207)	2.1677
208)	1.82212
209)	1.91637
210)	2.07345
211)	2.07345
212)	2.19911
213)	2.13628
214)	1.94779
215)	2.19911
216)	2.07345
217)	2.01062
218)	2.13628
219)	1.66504
220)	2.10487
221)	2.01062
222)	1.91637
223)	2.41903
224)	1.82212
225)	1.88496
226)	2.23053
227)	1.82212
228)	2.13628
229)	2.07345
230)	2.1677
231)	2.38761
232)	1.94779
233)	2.13628
234)	1.79071
235)	2.32478
236)	1.60221
237)	1.9792
238)	1.75929
239)	2.26195
240)	1.9792
241)	1.9792
242)	2.10487
243)	2.04204
244)	1.82212
245)	2.01062
246)	1.79071
247)	1.88496
248)	1.82212
249)	1.63363
250)	2.01062
251)	2.23053
252)	2.13628
253)	2.10487
254)	2.07345
255)	1.79071
256)	2.01062
257)	1.75929
258)	2.13628
259)	2.04204
260)	1.91637
261)	2.1677
262)	1.9792
263)	2.13628
264)	2.01062
265)	1.9792
